respondent_id,h1n1_vaccine,seasonal_vaccine
26800,0.22076873985103862,0.8660193748312466
26801,0.10032830918586379,0.47445485655187175
26802,0.2239159182441436,0.434486240679017
26803,0.043481379449175114,0.19448777313224025
26804,0.08158661160198946,0.1777871093346189
26805,0.03795194152175204,0.049188535499583325
26806,0.12464257502603746,0.833622978483923
26807,0.73732269105519,0.8740433895568298
26808,0.165155973666529,0.4971870212890205
26809,0.22528876359647587,0.17615792934340888
26810,0.07847036340776913,0.1802150765782285
26811,0.042795615263048696,0.27434563407561624
26812,0.15285498734885195,0.3858516774115589
26813,0.20980073185509102,0.6722343570793736
26814,0.036715660987734426,0.38056791078015917
26815,0.03623620604673213,0.11558568515138794
26816,0.10814183147021417,0.1313497931557206
26817,0.08667650959139525,0.40022793533366835
26818,0.06108830378073421,0.12293668002709526
26819,0.19363810082207925,0.17438860314286941
26820,0.06876575805573387,0.3188537839919588
26821,0.060396309031068025,0.354144521827576
26822,0.12647244803789187,0.24562539928785299
26823,0.15931604959633572,0.5759966587006944
26824,0.15584242467311094,0.8257097809409081
26825,0.09159567921196005,0.595049074795686
26826,0.20714193437035422,0.48193993155553283
26827,0.03506573422208159,0.07532379046781511
26828,0.23915563042895807,0.7121200630772447
26829,0.5068070629468338,0.7414556329447531
26830,0.03753389118317068,0.46862342497073256
26831,0.15419586492557982,0.6006859356924077
26832,0.25929621965360106,0.5801453972412225
26833,0.05124719173637801,0.41865423618621245
26834,0.13526129543048274,0.20687753775690929
26835,0.15897866166793478,0.4687558835860749
26836,0.15808792546095596,0.4530997130784774
26837,0.03406718722208154,0.04840080660423022
26838,0.05567107619188696,0.6159879153884703
26839,0.5319131129251784,0.6076700850935105
26840,0.06277560006035067,0.053462491708404905
26841,0.21059276865005916,0.4610231685715823
26842,0.04021628447101542,0.10096920415060434
26843,0.044782929142997224,0.09293674184895637
26844,0.09929559735268816,0.17543809453919137
26845,0.22724951130400256,0.8250177082867364
26846,0.05496598086305495,0.4533142966798754
26847,0.10931968221610305,0.23400580991442432
26848,0.05911667447385687,0.2647599010475485
26849,0.3828456596794898,0.7313852312963932
26850,0.3265652274294062,0.5765719094521112
26851,0.035416805932641335,0.07743773219595045
26852,0.02785921848441038,0.08718142163537415
26853,0.46570266694324586,0.5585706902289713
26854,0.026323667624310106,0.057459891313909925
26855,0.3961454730611761,0.7804107397527208
26856,0.23181489382916923,0.11645836141156378
26857,0.3965288538713782,0.20642977409044805
26858,0.07169949126761127,0.47040418063729966
26859,0.04608108214641145,0.08664997942608975
26860,0.23223631403385797,0.5058094537965515
26861,0.061873985685000445,0.1505597136587235
26862,0.04921570001120706,0.09622856742040933
26863,0.24423927145911378,0.2556669757197188
26864,0.17885756848536283,0.5543515264937502
26865,0.017565504096293254,0.08407874338698566
26866,0.2235303935123737,0.4161479616000963
26867,0.07174399583927236,0.18786586191434587
26868,0.8629806233687715,0.8865962975617563
26869,0.06654392164833209,0.08753663307491913
26870,0.31314168273255677,0.7114057621110681
26871,0.05601201124448778,0.06573259793625258
26872,0.18165630274216568,0.28905894121968645
26873,0.4087500276859785,0.6720322519491442
26874,0.05109443726965571,0.21133778813802126
26875,0.5670200535846228,0.8300314752896563
26876,0.06374674803597347,0.2051871749568937
26877,0.07056626081309128,0.2986694637905784
26878,0.24757362758994894,0.13815551290127362
26879,0.021857117642127638,0.04645335726946669
26880,0.053818049092085235,0.09654160031169443
26881,0.051909621624085904,0.1173082032193771
26882,0.03013167124909711,0.07471570514852081
26883,0.08896563867806988,0.1708689722891018
26884,0.08301457355406541,0.19406326512118896
26885,0.11096273913681441,0.35634288302303724
26886,0.13322636826990572,0.6190371026442377
26887,0.2904989684143019,0.5658358632952099
26888,0.8300702604919027,0.8408852475384958
26889,0.04734489376829421,0.1637342161655924
26890,0.2775918469825654,0.4837619052857341
26891,0.41113103273721396,0.6268957524067363
26892,0.1466131394728786,0.7060033778015846
26893,0.04090704614261994,0.1950742366875228
26894,0.10063289435694761,0.30899466924999075
26895,0.04247126159753682,0.46799721204460426
26896,0.041014425852495054,0.07996260256038866
26897,0.04658409295797779,0.2524852573114749
26898,0.22630815179477953,0.3580431580561674
26899,0.06085466932569466,0.17369727375827212
26900,0.1278135248030617,0.3759974554135771
26901,0.06218483644718163,0.18691933093460533
26902,0.38516997476649184,0.7667028789489075
26903,0.19798465234300075,0.2686221196952528
26904,0.08744440476248524,0.31695856889355317
26905,0.24511085292459808,0.8413434591041108
26906,0.0429783015070137,0.46089887459667633
26907,0.030847056823490163,0.38460828455741236
26908,0.12429589496375625,0.3925203138280016
26909,0.04244653425424295,0.20932107681569842
26910,0.2417425657455289,0.4207593088488577
26911,0.04096159701272101,0.057794606370861104
26912,0.2523744040050142,0.8703155805513078
26913,0.6909902634735683,0.7815747142699412
26914,0.048705611550794045,0.197656646410197
26915,0.38820929636051726,0.6084738657001257
26916,0.04457854065698821,0.2283436346159877
26917,0.05922653661229876,0.2171879103052616
26918,0.7802434213021086,0.9069980166264189
26919,0.22800764901197768,0.3617783532867076
26920,0.04780277504314158,0.17689388035655274
26921,0.37273749537472844,0.638413140984848
26922,0.24628132065310673,0.6513746634156538
26923,0.18365308039443146,0.4695087728028622
26924,0.6986044628057572,0.8769228745184068
26925,0.0525867824481803,0.35510044365709725
26926,0.3584605094049449,0.2853776390033293
26927,0.4002260208131616,0.6670653068727039
26928,0.1399878729495355,0.29191805319717223
26929,0.0582939969799014,0.09072430449947988
26930,0.40281708218400747,0.691739312475604
26931,0.08599114708351147,0.47384097068607245
26932,0.10801238523123069,0.8116040830984735
26933,0.11675347017601921,0.5154566821912064
26934,0.4367638214725594,0.7164383048392342
26935,0.1543510191679298,0.5796381342667258
26936,0.11070905743144442,0.07383048605201892
26937,0.21980241214173976,0.7411253843999213
26938,0.08298165653414086,0.13158461374498728
26939,0.03273396490286366,0.09252584612162416
26940,0.151139382040473,0.48592952880549495
26941,0.05456532691654787,0.573423392903227
26942,0.42513565713638685,0.8068438881391549
26943,0.3891923840925403,0.6312990768111507
26944,0.06609065797104687,0.14132123714571276
26945,0.10076300123950648,0.6876971344615493
26946,0.40017000241952977,0.7237897822122868
26947,0.11443146954230193,0.6251935131430445
26948,0.02424703902734553,0.08688092259953782
26949,0.033042540006502495,0.1670749386495192
26950,0.10527042871702819,0.48904716673864335
26951,0.057919953747877735,0.48717741804337444
26952,0.8162271588896454,0.8974327303523068
26953,0.6516606623261384,0.7875773824634344
26954,0.040471775273422064,0.2255229019204036
26955,0.09956795172220036,0.430251765213853
26956,0.06633226666831114,0.25816095248448967
26957,0.20477288083683234,0.7476277746463404
26958,0.23474015740849352,0.39634713900923835
26959,0.037264450485734936,0.1644611212428837
26960,0.034727920733815004,0.18709937747647004
26961,0.33348484738471446,0.6311709903966123
26962,0.2644632735937814,0.6458600036547967
26963,0.13877696456954566,0.1911827962571482
26964,0.06284831712163637,0.1878906047019614
26965,0.7974489337834414,0.6854561167549859
26966,0.04160554400215397,0.13339798417126475
26967,0.07861136756755414,0.31870371237775985
26968,0.02297238216918553,0.3078042578023987
26969,0.07119472378254643,0.3701159588950106
26970,0.36522616586677525,0.40653037073572146
26971,0.06237856987779568,0.3191567608348938
26972,0.041025546669347254,0.0682910515051384
26973,0.03257278510876618,0.05801802566205193
26974,0.14389547722550045,0.266014263542016
26975,0.061105966716851534,0.6502170483690622
26976,0.9137274835448157,0.9006068582343488
26977,0.07310612877611225,0.5984877060491562
26978,0.0514753595541176,0.6548207862140217
26979,0.36222632348996486,0.6435187734396616
26980,0.07385132758728956,0.11452855751666798
26981,0.08827131965415895,0.45238700750399813
26982,0.35040098728970875,0.49379106911999004
26983,0.15184396064484465,0.5971002811370764
26984,0.04296751248713204,0.14002388178853542
26985,0.052944418777558455,0.10744668000878825
26986,0.11152360299897646,0.4758291314962027
26987,0.04165903098657772,0.2129792067998163
26988,0.033793274879978276,0.1972350511370074
26989,0.1874197112308025,0.5077560918515784
26990,0.021140936261645933,0.18617330117931233
26991,0.24841739012904895,0.6780805779992842
26992,0.11814078967644963,0.36570788007776733
26993,0.08070386804337146,0.6433783596917471
26994,0.12184840251616953,0.4126838908727171
26995,0.36168080912755257,0.7242026286522487
26996,0.10844006956966014,0.4633408556170028
26997,0.02801300584963458,0.07070577071208005
26998,0.045840831772077574,0.13960534001249392
26999,0.2937119791177954,0.6095654218850157
27000,0.09699373402601935,0.6120141266485872
27001,0.14137089906585917,0.5633364361003437
27002,0.04477870886062617,0.32488050297234594
27003,0.030359132302370882,0.05096143666436357
27004,0.07351554487981196,0.2515710466663867
27005,0.32525477772096895,0.7075290556475489
27006,0.5484811561854559,0.8619770575159614
27007,0.10096082611307987,0.2889375193647761
27008,0.0742741909284457,0.27131444820238587
27009,0.05487839764738627,0.5774993765182836
27010,0.05608139520572976,0.2583186308057526
27011,0.07111924338429206,0.1156315019629746
27012,0.13370667126508778,0.6592548889106291
27013,0.06396865409511159,0.6026713349551893
27014,0.031186584963933613,0.14184241235296075
27015,0.05750880796152787,0.18007073676412766
27016,0.12770019538163946,0.38602884509948937
27017,0.3716045122754846,0.7317620324903986
27018,0.0655047725913941,0.6003796330033822
27019,0.6729399841465294,0.8791089309222484
27020,0.10003254055963369,0.1572712699562672
27021,0.17960696296651593,0.45051492301447216
27022,0.14600473635096378,0.3716057229852402
27023,0.08889607214968642,0.06832453488114876
27024,0.07142964934565206,0.4600329122566744
27025,0.12311297512410768,0.11230362551275067
27026,0.07965810994612191,0.2985680261284242
27027,0.053325293061629656,0.31805280934603714
27028,0.410354557070074,0.44505686019174745
27029,0.043768539646111985,0.11222923693832615
27030,0.1829196030389348,0.1761954986489354
27031,0.3894670252904968,0.773817585564477
27032,0.18053720723827335,0.46289239118869
27033,0.23332919029996496,0.6547281234645748
27034,0.05759011263242168,0.29844842469729477
27035,0.07341273793609306,0.1953831046573817
27036,0.23290420766004916,0.4692258257323372
27037,0.3371078329059931,0.6668890225702364
27038,0.03714719077184885,0.060306928264034755
27039,0.5926021775410638,0.8831029233945078
27040,0.17872532657110274,0.42032885046629415
27041,0.07053963931670229,0.20009295185319587
27042,0.27162933570102404,0.5237376369312464
27043,0.2041136597148196,0.625141846866911
27044,0.019495713561784676,0.10272798069334074
27045,0.09142076336574616,0.47664197684729637
27046,0.038396912294941174,0.09098050610870842
27047,0.4242493774833836,0.5541784624329575
27048,0.16808170225433489,0.22459028976800569
27049,0.4506866620550428,0.5502251748859991
27050,0.06286918985937724,0.5617392236765034
27051,0.08945662820702895,0.17005963355213197
27052,0.04936559758805663,0.07810092173770934
27053,0.824924115147506,0.9095189686764913
27054,0.03357842286945684,0.054940131719521196
27055,0.18030176998176134,0.6806132844991043
27056,0.17023542695279,0.1291121340608614
27057,0.048638954287663724,0.04539814045536829
27058,0.6678768539359552,0.714303165330516
27059,0.05900945359900936,0.25422001840480063
27060,0.03884661170995334,0.2934043745389947
27061,0.1562582644190577,0.4743725315960339
27062,0.13511554136329143,0.2558652195890907
27063,0.1497922382535124,0.4738032706542259
27064,0.13229413885975067,0.26233017040533824
27065,0.04472521200224803,0.14167960946877817
27066,0.08618410612759694,0.5188335772004762
27067,0.33963830937953177,0.6556576810185534
27068,0.784676143014065,0.8769771568223487
27069,0.17456814663732126,0.8046338268593117
27070,0.036610136736871635,0.13896087461147885
27071,0.049155854069415784,0.10683627090278154
27072,0.1575345970142684,0.2118823460695773
27073,0.10641364297343511,0.587852127300251
27074,0.035690897273040756,0.17752537944488456
27075,0.7266397660821635,0.710823401496006
27076,0.43667508091815327,0.5965730461446422
27077,0.028291029934736756,0.09654214671414459
27078,0.1643450014438714,0.3871739577225348
27079,0.4704106372142652,0.8508333897736665
27080,0.17171505571035098,0.2070198757519268
27081,0.054936548478024254,0.29977950401225434
27082,0.1746724992188629,0.45502084359400646
27083,0.0432824156800126,0.16951665690136222
27084,0.5011275111829713,0.4530685886098711
27085,0.04158384150795371,0.1412462913720828
27086,0.048096906894627124,0.10570829019514956
27087,0.1109337951153096,0.14728544165776808
27088,0.1837252687228648,0.6355988001048528
27089,0.09294222634960546,0.0569066807833945
27090,0.4101680106280096,0.5444701044936654
27091,0.503380657321697,0.802219060479241
27092,0.06593172429319073,0.3378133112692127
27093,0.13208770894497934,0.40025823592883025
27094,0.035539092426484856,0.15492046741574467
27095,0.11502621299455047,0.6019646613500544
27096,0.10595606769939825,0.1012948848153692
27097,0.60442962028669,0.814122533744805
27098,0.39654512651480434,0.3953845826221344
27099,0.17594230796257218,0.26780990219465406
27100,0.21008895708206812,0.7628498835505452
27101,0.13299592732210985,0.5416963087422498
27102,0.12516005845594388,0.62179410091096
27103,0.049738605932589525,0.20741630553314447
27104,0.34331286885264783,0.5410673975781248
27105,0.14813318222652813,0.1378200502122657
27106,0.5664442361687775,0.8580938543527161
27107,0.4028932855765292,0.6891242152397355
27108,0.07957032967272175,0.2377748727780609
27109,0.06515443843820827,0.15887843206440375
27110,0.06733460031690841,0.14840228959361454
27111,0.052043592703369064,0.4651636864416376
27112,0.07741872675103234,0.33954084299318416
27113,0.06524813923214864,0.2714087277894208
27114,0.06363915863733512,0.20352575076728133
27115,0.36922729187277736,0.7100609342966873
27116,0.23710124320150866,0.7735355318092335
27117,0.03895464909161836,0.1267209005185917
27118,0.09631295579165723,0.6281566710323389
27119,0.052869694488818404,0.37422082697469894
27120,0.5243049699490478,0.7993105596453305
27121,0.04232231221022716,0.5567530839224222
27122,0.07415534733152415,0.38240642845987227
27123,0.05417605971181168,0.23138893956453624
27124,0.05256028230820927,0.15131655516181453
27125,0.04448842527769755,0.04050996285359789
27126,0.05523751626444464,0.06521855004584744
27127,0.05463758421161977,0.16054679371139755
27128,0.10887241394401333,0.6654479199151978
27129,0.42874891637622653,0.6537891599209373
27130,0.08190297226600136,0.15256634922837053
27131,0.060379901706385256,0.29724940432741637
27132,0.37629480940136606,0.8728710485886007
27133,0.10707537855925078,0.5832770050878613
27134,0.6455424342789577,0.8581777939129905
27135,0.15482316650667666,0.543986273003793
27136,0.04165004163418413,0.4997886651491731
27137,0.08012981830983956,0.19127753033153058
27138,0.19683467819221104,0.3959255314978361
27139,0.14348511888497015,0.5183195744890401
27140,0.8180756539894708,0.8474895612491583
27141,0.46906260877902467,0.7592434714690808
27142,0.06705810103858548,0.23441593177972903
27143,0.1553910211514002,0.18046371046046022
27144,0.0649893246614009,0.19718418160003523
27145,0.2562955900981649,0.7092307629041373
27146,0.25283329240914687,0.8092397449677458
27147,0.037979602019263196,0.1435034834025662
27148,0.13977468746549698,0.13552053322890356
27149,0.043716432882629185,0.24394288302819817
27150,0.4147404212717536,0.8348732143655856
27151,0.07676270441854104,0.3182013753444412
27152,0.02363834454902781,0.14557512678547013
27153,0.15767415719575992,0.6557214131500263
27154,0.4525635350930808,0.7546509913455649
27155,0.19202853504472642,0.6422345586308869
27156,0.04166644255509061,0.3714857225252047
27157,0.07954853605318177,0.7400153034123802
27158,0.05062679664790008,0.2705596655201478
27159,0.09168735996717979,0.35196682458456363
27160,0.1683344979145199,0.26264625754012877
27161,0.16216605680850166,0.4252105397821646
27162,0.495989581387875,0.7966178215721443
27163,0.3805371834169925,0.2939498386599953
27164,0.30624594707826774,0.17464630320433197
27165,0.3610165836940817,0.5401401252482078
27166,0.27294651129874414,0.49717857805849974
27167,0.05091786109549426,0.1415718326034302
27168,0.5024449338234078,0.7056264285534521
27169,0.17529395302849793,0.6571898166013679
27170,0.20633733186477535,0.34432508286136754
27171,0.038114114731636284,0.24397524413774194
27172,0.12569730485057068,0.6011479601462995
27173,0.14110493487901485,0.6021652519065175
27174,0.07202358715178651,0.06524402294743283
27175,0.08401750337192801,0.26220772669290343
27176,0.4571327637510289,0.8398639258632816
27177,0.7989480650387908,0.8256956380265645
27178,0.11672784748286931,0.3101563692691525
27179,0.0892963579294663,0.37952949276792597
27180,0.27707121484056363,0.4679350148939745
27181,0.09669085995085477,0.7422685207772999
27182,0.5998542225122621,0.7477458796366525
27183,0.053804225022261475,0.35246606310033807
27184,0.022412483583741715,0.07730887263264645
27185,0.4738101026124546,0.7788737885382223
27186,0.09668438736682279,0.3371152728352146
27187,0.08050321923206231,0.30396296457088534
27188,0.0412830208013188,0.2294409638851926
27189,0.04370956460627307,0.28175143466919556
27190,0.17477785915993077,0.5664193876548012
27191,0.46403785685033727,0.7537058462062542
27192,0.3549688819654397,0.7110326864202735
27193,0.015995846539203135,0.1352735627167013
27194,0.09834204364984299,0.2838439991617229
27195,0.029614959017366802,0.07440435452329545
27196,0.24569497895517772,0.529595704063885
27197,0.16281277473519662,0.576351964112792
27198,0.8783173596422968,0.8056155776603673
27199,0.06793793604065634,0.5211514622024099
27200,0.19041380236550529,0.3939233784946662
27201,0.6272656811676216,0.8397461784644846
27202,0.061408839230639445,0.09989525204104087
27203,0.03940756693675033,0.13013063020223092
27204,0.028896985123105384,0.08402828871519873
27205,0.05082366224108234,0.21754637870059407
27206,0.29159794989516524,0.5664715171755211
27207,0.06629262902950338,0.18280115445078307
27208,0.40996842342314266,0.34765803203374235
27209,0.07524443377823976,0.22465160840498105
27210,0.29960667587101086,0.3380138817208892
27211,0.10197477241006951,0.2763094526086232
27212,0.21652973429127595,0.7791234617345126
27213,0.21265815903081128,0.5757725883047902
27214,0.042110117738391406,0.04584813517738516
27215,0.36511137833895374,0.7856102060283437
27216,0.06036638014002665,0.2455643847192071
27217,0.050294213298987006,0.09308348365513296
27218,0.2731453971763712,0.8687223893137214
27219,0.4096472770691389,0.6757536352438136
27220,0.09793871498294499,0.17079616602343728
27221,0.0924185372810495,0.33793065985300175
27222,0.09314892719062588,0.37287753669816415
27223,0.10895181900981726,0.3914365523935666
27224,0.1385130932052026,0.5821096514981583
27225,0.15768395715829436,0.3839761031707988
27226,0.019396131701556324,0.13435403973496124
27227,0.11067782614318669,0.3856490780517984
27228,0.3015206563635244,0.6350997463263338
27229,0.41847707881001084,0.7437964979458737
27230,0.37772178470384643,0.8704877448039565
27231,0.5032312920864046,0.6559819404642406
27232,0.10567492645678031,0.25429654398820534
27233,0.44193651919512056,0.601651939660588
27234,0.05731335760961242,0.1736781857230101
27235,0.6795193379970966,0.6784336950568849
27236,0.10612467119964762,0.42382901743435025
27237,0.316868358652632,0.5225549450064744
27238,0.45885363566773396,0.7334852339155536
27239,0.09711796618512243,0.23354336106748128
27240,0.2055948809214257,0.49387364934077277
27241,0.04868323019935843,0.21780631067701597
27242,0.10741746250439058,0.31869460748909
27243,0.0960033780312821,0.23878807856064377
27244,0.04111513458573229,0.19019874076895327
27245,0.08547549385521083,0.06569541361757034
27246,0.5339170662211843,0.8479979608111827
27247,0.35143309520550225,0.7367600063253832
27248,0.06886852765301728,0.31591231918345
27249,0.0952889582938379,0.5924350913560519
27250,0.11249250310002072,0.30553192762277803
27251,0.10782785785394344,0.4503261671836364
27252,0.11834236197205006,0.5575225481362619
27253,0.11011866393886084,0.7447776212815942
27254,0.7784393567361289,0.9225565381296658
27255,0.07325292987959679,0.29020917671607954
27256,0.5590940066343717,0.8243909111676136
27257,0.1441036331809912,0.4205379865507751
27258,0.208972407842953,0.6810852384394811
27259,0.6638249091718587,0.8460302585077765
27260,0.09574810789175339,0.27168759128504943
27261,0.07129123487015158,0.5919231449631062
27262,0.16661060124872104,0.5054015579257893
27263,0.10023762814797121,0.109864901685613
27264,0.10030021755318584,0.17269353454268158
27265,0.1632100480420068,0.3669043286334561
27266,0.14111928782987254,0.4161096577882022
27267,0.30056525013464885,0.5468372219586328
27268,0.03006053919434757,0.11650622835688083
27269,0.36523176865656326,0.5018839044330294
27270,0.040239030154998724,0.13110222905102786
27271,0.04192638967374642,0.19037349950758725
27272,0.07578964111695007,0.16097568104229776
27273,0.03867873580187671,0.13414326466245605
27274,0.1613355066345859,0.5589191133676825
27275,0.14836058497963514,0.3266173507445888
27276,0.03068210020315198,0.04035449551153284
27277,0.0780969993088167,0.5486999932109758
27278,0.22459660067279102,0.23575094660337428
27279,0.08635592966436971,0.2528441093434228
27280,0.1259492229059326,0.2581396017232645
27281,0.0636905419945205,0.18999805881907572
27282,0.1257952710195279,0.8248440500072337
27283,0.03900945130174133,0.2408963551775948
27284,0.2652096402798761,0.2942908054981938
27285,0.09975080330492828,0.45951323395772425
27286,0.11873958357911402,0.35102311068342046
27287,0.30023927920102134,0.476278285293161
27288,0.45414328528274656,0.8768471418929694
27289,0.26469019617654305,0.5268075472652345
27290,0.031444943745636646,0.1367548790753232
27291,0.6458155109030692,0.8173186007631251
27292,0.09618822387539892,0.6511944962078884
27293,0.3879153000557333,0.8764521118904095
27294,0.031948503262460855,0.13688408357876433
27295,0.23854689975623564,0.6100518694312358
27296,0.23223450474927645,0.8522701100880242
27297,0.10645181890235043,0.39130815522306117
27298,0.054621571608199034,0.2600716388915127
27299,0.1774086773272536,0.6395117559728611
27300,0.3970527466087281,0.7900776118775743
27301,0.01419830126556131,0.12370437167751186
27302,0.10277654988552223,0.3739635627511043
27303,0.02719179690599623,0.1293866265273508
27304,0.06289996338581345,0.33125969925399884
27305,0.0541261855959597,0.11311502204693691
27306,0.07775146621134982,0.5256258811641856
27307,0.5613549972700256,0.757735245482808
27308,0.107224885879162,0.3177308046890699
27309,0.5020767730933117,0.9035989444695536
27310,0.053427836344220235,0.5200915130131337
27311,0.09320724550472662,0.26412016433049407
27312,0.13600692807895667,0.3594861122800827
27313,0.049931784650435705,0.11059275177198619
27314,0.04129770658234698,0.051627900426802195
27315,0.07982592920463642,0.37615133648219434
27316,0.10386809665471264,0.7679869274949316
27317,0.11430761297864989,0.09609510405245249
27318,0.2258301640427956,0.3931298132938006
27319,0.3502370367642279,0.6735002039300162
27320,0.4192379978532034,0.7282073127631616
27321,0.04509479950965642,0.2913736956397124
27322,0.2955120722910866,0.3332834995599852
27323,0.16649680533512065,0.3591052852090509
27324,0.2991266861610852,0.45516122464944864
27325,0.6830435779621338,0.8900254934367166
27326,0.0811355477597509,0.24937233417964036
27327,0.033429697886578534,0.3119429359528356
27328,0.15540964318514214,0.5655522326003957
27329,0.16963856183262263,0.41510625751856006
27330,0.045884289800488545,0.6356318595453723
27331,0.045822866963479335,0.19650439404517822
27332,0.42675494746129533,0.6294594203159538
27333,0.684125898325366,0.7591136464889627
27334,0.045871573313209804,0.1512507999258269
27335,0.25592524730866517,0.1510248171927872
27336,0.06814931672120801,0.1265075247116512
27337,0.12790119514926448,0.35056222822205213
27338,0.17549000060915226,0.40116397363801853
27339,0.25882969284774016,0.3745399322924045
27340,0.0194451585446149,0.3090194385558955
27341,0.12305268152221652,0.35630237857195646
27342,0.11613544443860731,0.4200407810502825
27343,0.0364447880732246,0.15495347440580112
27344,0.45579289279210694,0.43515645318085566
27345,0.06125404964783092,0.15564484682986404
27346,0.6502703873820748,0.8684541822802241
27347,0.5953759090920161,0.8917454964695464
27348,0.10190409804281311,0.198276755991572
27349,0.04595163317694477,0.11695378719306179
27350,0.41935232425118424,0.8382235512835805
27351,0.8711734023601448,0.8529100304228049
27352,0.07138926974599191,0.3653484871330346
27353,0.03678020860189721,0.030955216573948764
27354,0.12220687804430194,0.3227980303215187
27355,0.08816367110577106,0.5341307751215446
27356,0.14154198207802404,0.16656034439071343
27357,0.10335560130757902,0.38231328087716476
27358,0.12885028092961115,0.5372429897812403
27359,0.10020171492145266,0.7746095586169258
27360,0.0709660102599807,0.28250051809528254
27361,0.2549662587203851,0.6808255604869365
27362,0.35192460299776596,0.5117457529280588
27363,0.11544899298642756,0.3736373034592137
27364,0.05714541225421956,0.42491326848810107
27365,0.2901634932488984,0.42735835955094587
27366,0.3918801701929749,0.7582729005615616
27367,0.2785231216230681,0.2876161605579509
27368,0.05792323570326797,0.4003236577960397
27369,0.05316793412922737,0.10165685738536749
27370,0.08899741295770333,0.7110643356266243
27371,0.1221507354381456,0.30446601439019183
27372,0.05344612511585126,0.3163080856242464
